Target_gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	Representative miRNA	Cumulative weighted context score	Total context score	Aggregate PCT	Previous TargetScan publication(s)
Aplip1	FBtr0072626	APP-like protein interacting protein 1	343	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.29	-0.36	< 0.1	
PMCA	FBtr0304050	plasma membrane calcium ATPase	6722	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.29	-0.32	< 0.1	
CG31195	FBtr0302188	-	1456	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.29	-0.32	0.47	
Gagr	FBtr0343534	Gag-related	315	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.29	-0.60	0.60	
CG11357	FBtr0073310	-	7191	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.29	-0.49	0.46	2008, 2011
Crk	FBtr0304871	Crk oncogene	4246	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.29	-0.29	< 0.1	
CG46314	FBtr0452129	-	30436	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.28	-0.28	< 0.1	
Als2	FBtr0078462	Amyotrophic lateral sclerosis 2	1044	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.28	-0.28	< 0.1	
kud	FBtr0075339	kuduk	438	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.28	-0.72	< 0.1	
CG45085	FBtr0344529	-	4636	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.28	-0.28	N/A	
Pli	FBtr0112907	Pellino	2572	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.28	-0.40	0.24	
CG31278	FBtr0344138	-	288	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.28	-0.28	N/A	
CG10543	FBtr0071524	-	2126	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.28	-0.34	< 0.1	
mei-P26	FBtr0333473	meiotic P26	18234	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.28	-1.88	0.21	
CG2983	FBtr0335130	-	151	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.27	-0.31	< 0.1	
exu	FBtr0086244	exuperantia	3385	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.27	-0.31	< 0.1	
CG4615	FBtr0071020	-	809	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.27	-0.32	< 0.1	
CanB2	FBtr0309866	Calcineurin B2	9473	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.27	-0.54	0.22	
Su(dx)	FBtr0077824	Suppressor of deltex	2464	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.27	-0.40	0.56	2008, 2011
CG7099	FBtr0080499	-	440	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.27	-0.30	< 0.1	
CG43373	FBtr0307368	-	1802	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.27	-0.32	< 0.1	
para	FBtr0303694	paralytic	11665	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.26	-0.27	< 0.1	
CG3198	FBtr0070991	-	2497	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.26	-0.37	< 0.1	
Lim1	FBtr0331732	LIM homeobox 1	1217	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.26	-0.47	0.55	
CG44245	FBtr0339094	-	5064	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.26	-0.43	< 0.1	
Tango11	FBtr0071746	Transport and Golgi organization 11	7853	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.26	-0.36	< 0.1	
pre-mod(mdg4)-AE	FBtr0433511	-	467	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.26	-0.28	N/A	
kibra	FBtr0344383	kibra	3182	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.26	-0.27	< 0.1	
bru1	FBtr0331645	bruno 1	33322	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.25	-0.34	< 0.1	
phtf	FBtr0086125	phtf	2925	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.25	-0.40	< 0.1	
beat-IIIc	FBtr0080972	beat-IIIc	704	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.25	-0.46	0.46	
cwo	FBtr0082246	clockwork orange	3100	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.25	-0.26	< 0.1	
ci	FBtr0308074	cubitus interruptus	1104	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.25	-0.25	N/A	
CG42795	FBtr0303601	-	51	0	0	0	0	2	1	0	1	dme-miR-999-3p	-0.25	-0.48	< 0.1	
lqfR	FBtr0299515	liquid facets-Related	7314	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.25	-0.26	< 0.1	
CG8671	FBtr0346464	-	3650	0	0	0	0	2	0	0	2	dme-miR-999-3p	-0.25	-0.25	< 0.1	
CycD	FBtr0300391	Cyclin D	3168	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.24	-0.33	< 0.1	
CG14505	FBtr0307186	-	245	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.24	-1.28	0.73	2011
CG11714	FBtr0346859	-	5942	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.24	-0.29	< 0.1	
sona	FBtr0290120	sol narae	1068	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.24	-0.32	< 0.1	
jvl	FBtr0305690	javelin-like	1731	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.24	-0.28	0.70	2011
Trf2	FBtr0300577	TATA box binding protein-related factor 2	6899	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.23	-0.35	0.21	
kek6	FBtr0085821	kek6	304	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.23	-0.23	< 0.1	
dlp	FBtr0075679	dally-like	827	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.23	-0.25	< 0.1	
Baldspot	FBtr0075355	Baldspot	14125	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.23	-0.39	< 0.1	
Kul	FBtr0339718	Kuzbanian-like	1472	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.23	-0.24	0.37	
CG2278	FBtr0340143	-	272	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.23	-0.47	0.25	
qvr	FBtr0114575	quiver	4221	0	0	0	0	2	0	0	2	dme-miR-999-3p	-0.23	-0.23	< 0.1	
CG42526	FBtr0300855	-	167	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.23	-0.34	0.30	
PRAS40	FBtr0347396	Proline-rich Akt substrate 40 kDa	381	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.23	-0.24	0.10	
CG14314	FBtr0083560	-	444	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.23	-0.90	< 0.1	
CG10492	FBtr0081148	-	2253	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.22	-0.27	0.44	2008, 2011
scb	FBtr0087369	scab	1779	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.22	-0.23	< 0.1	
CG8230	FBtr0088674	-	2489	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.22	-0.24	< 0.1	
ps	FBtr0082037	pasilla	25869	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.22	-0.83	0.22	
blow	FBtr0088952	blown fuse	1292	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.22	-0.51	0.15	
HisCl1	FBtr0082472	Histamine-gated chloride channel subunit 1	59	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.22	-0.23	N/A	
Pez	FBtr0079284	Pez	542	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.22	-0.22	< 0.1	
CG16833	FBtr0304952	-	4993	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.21	-0.22	< 0.1	
ckn	FBtr0345946	caskin	1657	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.21	-0.21	< 0.1	
fkh	FBtr0345227	fork head	1272	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.21	-0.21	0.28	2008, 2011
CG17715	FBtr0111247	-	5	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.21	-0.21	< 0.1	
Prosap	FBtr0339764	Prosap	3286	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.21	-0.21	< 0.1	
JhI-21	FBtr0089655	JhI-21	1273	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.21	-1.15	0.69	
ImpL2	FBtr0333569	Ecdysone-inducible gene L2	20628	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.21	-0.36	0.35	
Amph	FBtr0087828	Amphiphysin	5938	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.20	-0.22	< 0.1	
sfl	FBtr0076968	sulfateless	1854	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.20	-0.22	< 0.1	
CG31224	FBtr0083691	-	1583	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.20	-0.23	< 0.1	
CG42503	FBtr0300637	-	62	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.20	-0.27	N/A	
CG34347	FBtr0290046	-	268	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.20	-0.25	< 0.1	
CG6686	FBtr0301171	-	694	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.20	-0.20	N/A	
Drep2	FBtr0304798	DNA fragmentation factor-related protein 2	3477	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.20	-0.47	0.77	2008, 2011
Csk	FBtr0299728	C-terminal Src kinase	3260	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.19	-0.25	< 0.1	
CG17193	FBtr0083838	-	98	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.19	-0.20	0.23	
CG17376	FBtr0344141	-	20998	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.19	-0.19	N/A	
CG45093	FBtr0344568	-	29931	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.19	-0.38	0.11	
pho	FBtr0089204	pleiohomeotic	2809	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.19	-0.27	< 0.1	
Clamp	FBtr0100407	Chromatin-linked adaptor for MSL proteins	4371	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.19	-0.19	< 0.1	
e(y)3	FBtr0334278	enhancer of yellow 3	2935	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.19	-0.23	0.17	
CG18208	FBtr0083677	-	852	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.19	-0.47	0.72	
CG32767	FBtr0331758	-	4016	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.19	-0.26	0.22	
CG12404	FBtr0080430	-	3532	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.19	-0.69	0.55	
CG3358	FBtr0336740	-	819	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.19	-1.02	< 0.1	
CG16711	FBtr0076396	-	3202	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.18	-0.32	0.33	
haf	FBtr0310017	hattifattener	321	1	1	0	0	1	0	1	0	dme-miR-999-3p	-0.18	-0.71	0.73	
CG15365	FBtr0071357	-	80	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.18	-0.18	< 0.1	
Mid1	FBtr0331983	Mid1	1531	1	1	0	0	1	0	1	0	dme-miR-999-3p	-0.18	-0.49	0.73	
gish	FBtr0334606	gilgamesh	9460	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.18	-1.13	0.72	
nmo	FBtr0076754	nemo	6074	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.18	-1.75	0.71	
Dop2R	FBtr0070034	Dopamine 2-like receptor	83	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.18	-0.19	< 0.1	
dhd	FBtr0070749	deadhead	86321	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.18	-0.44	< 0.1	
kz	FBtr0070419	kurz	410	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.18	-0.44	0.15	
dpr11	FBtr0336453	defective proboscis extension response 11	193	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.18	-0.24	< 0.1	
Cbp53E	FBtr0087056	Calbindin 53E	2388	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.17	-0.38	< 0.1	
sns	FBtr0088635	sticks and stones	537	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.17	-0.31	0.27	
soti	FBtr0082940	scotti	903	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.17	-0.48	< 0.1	
Dsp1	FBtr0089263	Dorsal switch protein 1	3986	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.17	-0.48	0.10	
CG1358	FBtr0303287	-	1681	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.17	-0.54	0.67	
CG6324	FBtr0074037	-	133	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.17	-0.23	< 0.1	
CG33981	FBtr0100026	-	1389	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.17	-0.17	0.18	
eIF4EHP	FBtr0300475	eukaryotic translation initiation factor 4E homologous protein	10402	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.16	-0.28	< 0.1	
abd-A	FBtr0306337	abdominal A	508	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.16	-0.23	0.19	
CG15160	FBtr0081070	-	980	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.16	-1.72	< 0.1	
BuGZ	FBtr0308803	Bub3 interacting GLEBS and Zinc finger domain protein	2051	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.16	-0.20	< 0.1	
CG43066	FBtr0304865	-	650	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.16	-0.64	< 0.1	
Blimp-1	FBtr0345593	Blimp-1	2497	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.16	-0.18	< 0.1	
wit	FBtr0073279	wishful thinking	107	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.16	-0.21	0.13	
pre-mod(mdg4)-X	FBtr0303404	-	429	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.16	-0.16	N/A	
dtn	FBtr0339696	detonator	3994	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.15	-0.31	0.77	
CG31760	FBtr0331997	-	505	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.15	-0.17	0.54	
CG5890	FBtr0339159	-	531	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.15	-0.25	< 0.1	
Rh7	FBtr0076020	Rhodopsin 7	36	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.15	-0.16	< 0.1	
Dp	FBtr0087741	DP transcription factor	4206	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.15	-0.28	< 0.1	
dnr1	FBtr0071837	defense repressor 1	323	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.15	-0.58	0.76	
CG8155	FBtr0087391	-	1074	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.15	-0.39	0.11	
m-cup	FBtr0337043	mann-cup	3559	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.15	-0.93	< 0.1	
krz	FBtr0085877	kurtz	3193	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.15	-0.56	< 0.1	
caup	FBtr0075909	caupolican	239	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.14	-0.32	< 0.1	
CG6175	FBtr0076183	-	537	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.14	-0.18	< 0.1	
twe	FBtr0080855	twine	2000	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.14	-0.23	< 0.1	
CG32700	FBtr0071374	-	2723	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.14	-0.22	< 0.1	
CG42245	FBtr0290341	-	9300	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.14	-0.14	< 0.1	
CG31712	FBtr0331636	-	2066	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.14	-0.25	0.24	
ctp	FBtr0070707	cut up	28989	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.14	-0.17	< 0.1	
Ncoa6	FBtr0307041	Nuclear receptor coactivator 6	2950	0	0	0	0	2	0	0	2	dme-miR-999-3p	-0.14	-0.14	< 0.1	
CG6191	FBtr0330617	-	949	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.13	-0.32	0.23	
CG30480	FBtr0332466	-	28	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.13	-0.35	< 0.1	
norpA	FBtr0070651	no receptor potential A	7076	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.13	-0.23	0.45	
Naa15-16	FBtr0074711	N(alpha)-acetyltransferase 15/16	4517	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.13	-0.36	< 0.1	
APC7	FBtr0070946	Anaphase Promoting Complex subunit 7	1080	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.13	-0.13	< 0.1	
CG2070	FBtr0336999	-	1671	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.13	-0.60	< 0.1	
Vav	FBtr0074678	Vav guanine nucleotide exchange factor	1530	1	0	0	1	1	0	1	0	dme-miR-999-3p	-0.13	-0.50	0.75	2011
Taf2	FBtr0076361	TBP-associated factor 2	195	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.13	-0.57	< 0.1	
S6k	FBtr0333264	Ribosomal protein S6 kinase	12228	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.13	-0.20	< 0.1	
CG4467	FBtr0084390	-	339	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.13	-0.13	0.14	
tral	FBtr0332635	trailer hitch	23799	2	1	0	1	0	0	0	0	dme-miR-999-3p	-0.13	-0.68	0.81	
CG4911	FBtr0345351	-	4697	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.13	-0.56	0.64	
Nplp1	FBtr0110861	Neuropeptide-like precursor 1	703	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.13	-0.13	< 0.1	
dbr	FBtr0078100	debra	1932	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.13	-0.13	< 0.1	
CG4822	FBtr0100310	-	8545	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.13	-0.27	< 0.1	
CG34251	FBtr0112445	-	21	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.13	-0.63	0.28	
CG1513	FBtr0302176	-	3002	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.12	-0.26	0.34	2011
ct	FBtr0331733	cut	3917	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.12	-1.32	0.71	
CG8908	FBtr0339542	-	548	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.22	< 0.1	
dlg1	FBtr0112812	discs large 1	4930	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.12	-0.17	0.16	
CG43143	FBtr0305351	-	1530	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.18	< 0.1	
Dgk	FBtr0308589	Diacyl glycerol kinase	699	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.12	-0.83	0.73	
bchs	FBtr0079144	blue cheese	867	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.12	-0.19	< 0.1	
Ca-beta	FBtr0343615	Ca2+-channel-protein-beta-subunit	484	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.26	< 0.1	
Su(Tpl)	FBtr0302047	Su(Tpl)	21037	1	0	0	1	1	0	1	0	dme-miR-999-3p	-0.12	-0.49	0.70	
pre-mod(mdg4)-Y	FBtr0433509	-	649	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.18	N/A	
CG10011	FBtr0085319	-	420	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.19	< 0.1	
Hk	FBtr0331336	Hyperkinetic	3490	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.12	-0.47	< 0.1	
CG31323	FBtr0084988	-	6002	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.12	-1.23	0.73	
Vrp1	FBtr0071791	Verprolin 1	1505	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.12	< 0.1	
PGRP-SC1b	FBtr0339336	Peptidoglycan recognition protein SC1b	486	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.12	-0.47	0.79	
CG9368	FBtr0336786	-	356	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.12	-0.12	< 0.1	
CG9121	FBtr0079032	-	81	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.11	-0.26	< 0.1	
pigs	FBtr0308653	pickled eggs	4428	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.11	-0.39	0.71	
jing	FBtr0332950	jing	746	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.11	-0.16	< 0.1	
Ubx	FBtr0083347	Ultrabithorax	526	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.11	-0.17	0.33	2008, 2011
ena	FBtr0340450	enabled	6787	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.11	-0.11	< 0.1	
hh	FBtr0100506	hedgehog	73	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.11	-0.48	0.36	2008, 2011
Hex-A	FBtr0333335	Hexokinase A	13973	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.11	-0.16	0.13	
pain	FBtr0072417	painless	822	1	0	0	1	1	0	0	1	dme-miR-999-3p	-0.11	-0.91	0.79	
Ziz	FBtr0330721	Zizimin	348	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.11	-0.11	< 0.1	
Tob	FBtr0301652	Tob	4649	0	0	0	0	3	0	1	2	dme-miR-999-3p	-0.11	-0.15	< 0.1	
Frq2	FBtr0301628	Frequenin 2	877	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.11	-0.12	< 0.1	
Cdk12	FBtr0078358	Cyclin-dependent kinase 12	2386	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.11	-0.15	< 0.1	
CG2865	FBtr0332962	-	8041	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.11	-0.18	< 0.1	
CG8786	FBtr0331862	-	1248	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.11	-0.12	< 0.1	
CG7218	FBtr0344646	-	1836	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.11	-0.30	< 0.1	
CG11883	FBtr0339461	-	982	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.11	-0.19	0.41	
Ythdc1	FBtr0073078	YTH domain containing 1	2951	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.10	-0.80	0.28	
CG31674	FBtr0081423	-	771	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.22	N/A	
Lrp4	FBtr0301666	LDL receptor related protein 4	524	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.12	< 0.1	
CG31342	FBtr0113404	-	1044	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.10	< 0.1	
CG13197	FBtr0345619	-	1716	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.10	-0.84	0.73	
sdt	FBtr0089974	stardust	5260	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.11	< 0.1	
Archease	FBtr0084116	Archease	2869	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.10	-0.88	< 0.1	
Gfrl	FBtr0346115	Glial cell line-derived neurotrophic family receptor-like	840	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.10	< 0.1	
CG1718	FBtr0306679	-	49	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.10	-0.10	< 0.1	
Dic1	FBtr0346113	Dicarboxylate carrier 1	4595	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.28	< 0.1	
Mnn1	FBtr0110978	Menin 1	1892	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.16	< 0.1	
mmd	FBtr0307540	mind-meld	1969	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.10	-0.10	< 0.1	
Rop	FBtr0310632	Ras opposite	4063	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.25	< 0.1	
CG13126	FBtr0343747	-	113	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.10	-0.57	< 0.1	
Atpalpha	FBtr0089512	Na pump alpha subunit	81635	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.10	-0.32	0.56	
CG31145	FBtr0290056	-	1653	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.10	-0.16	< 0.1	
AstC-R2	FBtr0332867	Allatostatin C receptor 2	47	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.10	-0.10	< 0.1	
CG9932	FBtr0310277	-	7674	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.09	-0.12	< 0.1	
Prm	FBtr0076595	Paramyosin	22679	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.09	-0.14	< 0.1	
Sytbeta	FBtr0299848	Synaptotagmin beta	130	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.09	-0.11	< 0.1	
eag	FBtr0073955	ether a go-go	928	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.09	-0.09	0.20	
SerRS-m	FBtr0334589	"Seryl-tRNA synthetase, mitochondrial"	699	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.09	-0.46	< 0.1	
CG31296	FBtr0334558	-	312	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.09	-1.24	0.72	2011
svr	FBtr0070084	silver	3547	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.09	-0.12	0.58	
Lrrk	FBtr0112788	Leucine-rich repeat kinase	688	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.09	-0.09	< 0.1	
roq	FBtr0333265	roquin	2827	2	1	1	0	1	0	1	0	dme-miR-999-3p	-0.08	-1.53	0.81	
ArfGAP1	FBtr0075981	ADP-ribosylation factor GTPase activating protein 1	1063	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.08	-0.46	0.12	
Rgl	FBtr0075793	Ral guanine nucleotide dissociation stimulator-like	1511	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.08	-0.09	< 0.1	
Hr39	FBtr0081479	Hormone receptor-like in 39	1215	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.08	-0.19	< 0.1	
Or63a	FBtr0301497	Odorant receptor 63a	17	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.08	-0.11	N/A	
ssx	FBtr0339772	sister-of-Sex-lethal	5338	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.08	-0.08	< 0.1	
pcx	FBtr0332381	pecanex	1009	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.08	-0.24	0.24	
TORIP	FBtr0333878	Torsin interacting protein	709	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.08	-1.02	< 0.1	
DNApol-iota	FBtr0339606	DNApol-iota	899	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.08	-0.13	< 0.1	
CG42817	FBtr0332356	-	641	1	0	1	0	1	0	1	0	dme-miR-999-3p	-0.08	-0.14	0.25	
CHES-1-like	FBtr0310287	Checkpoint suppressor 1-like	5169	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.08	-0.13	< 0.1	
Cad87A	FBtr0082513	Cadherin 87A	652	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.07	-0.07	< 0.1	
